recno,ACO,RAB1950,DEB1950,Field,Xcen,Ycen,Atype,BMtype,Count,u_Count,m1,u_m1,m3,u_m3,m10,u_m10,Prev,Xpos,Ypos,GLON,GLAT,z,u_z,Rich,Dclass,m10A,NF_1,Obs_1,NF_2,Obs_2,NF_3,Obs_3,_RA_icrs,_DE_icrs
404,3116,49.29999999999999,-43.11666666666666,"F248",11,103,"RI ","I-II",47, ,15.4, ,16.7, ,17.8, ," ",153,267,250.61,-56.28,, ,0,5,17.2,1,O,, ,, ,49.74292638888888,-42.93587972222222
422,3134,52.87499999999999,-40.949999999999996,"F301",34,-51,"I  ","II-III",50, ,15.6, ,16.0, ,17.8, ," ",130,113,245.9,-54.15,, ,1,5,17.2,1,O,, ,, ,53.322959722222215,-40.78278361111111
428,3140,53.62499999999999,-40.8,"F301",64,-43,"R  ","I-II",45, ,16.1, ,18.0, ,18.2, ," ",100,121,245.5,-53.61,, ,0,6,17.3,1,O,, ,, ,54.07209999999999,-40.63571111111111
430,3142,53.724999999999994,-39.96666666666666,"F301",70,2,"RI ","I-II",78, ,14.6, ,15.5, ,16.7, ," ",94,166,244.09,-53.65,, ,1,5,16.9,1,O,, ,, ,54.17747527777777,-39.80278194444444
423,3135,53.04999999999999,-39.166666666666664,"F301",43,44,"R  ","II",111, ,14.5, ,15.1, ,15.3, ," ",121,208,242.85,-54.26,, ,2,3,15.5,1,O,, ,, ,53.50933472222221,-39.00015499999999
384,3096,47.574999999999996,-44.48333333333333,"F248",-56,30,"I  ","II",35,:,16.1, ,16.5, ,17.6, ," ",220,194,253.66,-57.06,, ,0,5,17.2,1,O,, ,, ,48.01370805555555,-44.2962436111111
395,3107,48.39999999999999,-42.949999999999996,"F248",-24,112,"IR ","II",61,:,15.4, ,15.9, ,16.8, ," ",188,276,250.64,-56.96,, ,1,5,17.0,3,O,, ,, ,48.84674194444444,-42.76591555555555
393,3105,48.17499999999999,-42.68333333333333,"F248",-33,127,"I  ","II-III",52, ,16.1, ,18.0, ,18.7, ," ",197,291,250.25,-57.19,, ,1,6,17.3,1,O,, ,, ,48.62420916666666,-42.49843444444444
410,3122,50.12499999999999,-41.51666666666666,"F301",-77,-81,"R  ","I-II",100, ,14.5, ,15.2, ,15.6, ," ",241,83,247.55,-56.08,, ,2,4,15.8,1,O,, ,, ,50.57641555555555,-41.338965277777774
402,3114,49.099999999999994,-39.3,"F301",-122,36,"I  ","I-II",45, ,15.9, ,17.6, ,18.1, ," ",286,200,243.87,-57.27,, ,0,6,17.3,1,O,, ,, ,49.568302222222215,-39.11852499999999
386,3098,47.949999999999996,-38.49999999999999,"F300",101,79,"R  ","I",38, ,14.6, ,15.4, ,16.7, ," ",63,243,242.68,-58.29,, ,0,5,16.9,1,O,, ,, ,48.42608416666666,-38.314337222222214
468,3180,57.74999999999999,-39.08333333333333,"F302",-33,51,"RI ","III",110, ,17.4, ,17.7, ,18.7, ," ",197,215,242.2,-50.64,, ,2,6,17.3,1,C,, ,, ,58.19937444444444,-38.935649722222216
460,3172,56.74999999999999,-39.05,"F302",-75,52,"R  ","III",90, ,16.7, ,17.0, ,18.2, ," ",239,216,242.22,-51.42,, ,2,6,17.3,1,C,, ,, ,57.20172833333333,-38.898223611111106
433,3145,53.99999999999999,-38.18333333333333,"F301",83,97,"I  ","II-III",36, ,15.6, ,17.4, ,17.8, ," ",81,261,241.06,-53.62,, ,0,5,17.2,1,O,, ,, ,54.463447499999994,-38.02055416666666
472,3184,58.17499999999999,-37.883333333333326,"F302",-15,115,"RI ","II-III",96, ,18.6,:,19.1,:,19.6, ," ",179,279,240.3,-50.35,, ,2,6,17.4,2,C,, ,, ,58.63156972222222,-37.73742083333333
483,3195,59.32499999999999,-35.31666666666666,"F359",-30,-21,"RI ","III",30, ,15.0, ,15.4, ,16.6, ," ",194,143,236.32,-49.41,, ,0,5,16.8,1,C,, ,, ,59.79596666666666,-35.175575833333326
426,3138,53.29999999999999,-34.699999999999996,"F358",-35,18,"I  ","III",32, ,18.1, ,18.4, ,19.2, ," ",199,182,235.19,-54.33,, ,0,6,17.4,1,O,, ,, ,53.78601555555555,-34.53451999999999
449,3161,55.74999999999999,-35.8,"F358",73,-42,"I  ","II",36, ,14.7, ,16.0, ,16.2, ," ",91,122,237.01,-52.33,, ,0,4,16.4,1,O,, ,, ,56.224620833333326,-35.64422111111111
459,3171,56.67499999999999,-34.199999999999996,"F358",115,43,"RI ","I",65, ,15.9, ,16.7, ,17.5, ," ",49,207,234.43,-51.54,, ,1,5,17.2,1,O,, ,, ,57.157507222222215,-34.047985
441,3153,54.77499999999999,-34.416666666666664,"F358",31,34,"I  ","I-II",64, ,15.9, ,16.1, ,16.8, ," ",133,198,234.72,-53.12,, ,1,5,17.0,1,O,, ,, ,55.25976916666666,-34.25700416666666
461,3173,56.82499999999999,-33.883333333333326,"F358",122,60,"I  ","II-III",35, ,15.3, ,16.0, ,16.8, ," ",42,224,233.94,-51.41,, ,0,5,17.0,1,O,, ,, ,57.30911249999999,-33.73193305555555
457,3169,56.599999999999994,-33.633333333333326,"F358",112,74,"R  ","I-II",101, ,15.9, ,16.7, ,17.4, ," ",52,238,233.52,-51.58,, ,2,5,17.2,1,O,, ,, ,57.085981944444434,-33.48102055555555
454,3166,56.199999999999996,-32.96666666666666,"F358",95,110,"I  ","I",79, ,15.9, ,16.1, ,17.3, ,"Q",69,274,232.41,-51.88,, ,1,5,17.2,1,O,, ,, ,56.69055027777777,-32.81274
438,3150,54.37499999999999,-33.383333333333326,"F358",13,89,"R  ","I-II",55, ,18.0, ,18.6, ,19.5, ," ",151,253,232.98,-53.42,, ,1,6,17.4,1,O,, ,, ,54.86646555555555,-33.22209611111111
434,3146,54.099999999999994,-33.349999999999994,"F358",0,91,"I  ","II",35, ,16.1, ,16.8, ,17.1, ," ",164,255,232.91,-53.65,, ,0,5,17.2,1,O,, ,, ,54.59216666666666,-33.18767638888888
447,3159,55.52499999999999,-32.849999999999994,"F358",65,117,"RI ","I-II",98, ,15.4, ,16.4, ,16.9, ," ",99,281,232.17,-52.44,, ,2,5,17.1,1,O,, ,, ,56.01740416666666,-32.693354166666666
440,3152,54.599999999999994,-32.73333333333333,"F358",24,124,"RI ","I-II",51, ,15.4, ,16.1, ,16.8, ,"Q",140,288,231.9,-53.2,, ,1,5,17.0,1,O,, ,, ,55.09471527777777,-32.57299611111111
436,3148,54.17499999999999,-32.883333333333326,"F358",6,117,"RI?","I",83,:,15.5, ,16.4, ,17.4, ,"Q",158,281,232.12,-53.57,, ,2,5,17.2,1,O,1,C,, ,54.66964888888888,-32.721311388888886
442,3154,54.99999999999999,-32.21666666666666,"F358",41,151,"I  ","II-III",48, ,15.1, ,16.1, ,16.1, ," ",123,315,231.08,-52.84,, ,0,4,16.3,1,O,, ,, ,55.496888333333324,-32.0579275
444,3156,55.14999999999999,-31.099999999999994,"F419",-110,-56,"I  ","III",77, ,18.1, ,18.3, ,18.6, ," ",274,108,229.26,-52.62,, ,1,6,17.3,1,A,, ,, ,55.65277638888888,-30.94187305555555
551,3263,67.225,-38.18333333333333,"F303",93,99,"I  ","III",94, ,17.1, ,17.5, ,18.1, ," ",71,263,240.94,-43.24,, ,2,6,17.3,1,C,, ,, ,67.66374944444443,-38.07650388888889
547,3259,66.74999999999999,-38.21666666666666,"F303",73,98,"RI ","III",130, ,16.2, ,16.8, ,17.9, ," ",91,262,240.95,-43.61,, ,3,5,17.2,1,C,, ,, ,67.18921833333333,-38.10771
550,3262,67.175,-37.3,"F360",48,-123,"RI ","II",50, ,18.1, ,18.2, ,19.0, ," ",116,41,239.72,-43.21,, ,1,6,17.3,1,O,, ,, ,67.62014805555555,-37.1929611111111
553,3265,67.6,-36.71666666666666,"F360",67,-92,"R  ","I",71, ,15.8, ,16.1, ,17.5, ," ",97,72,238.97,-42.83,, ,1,5,17.2,1,O,, ,, ,68.04865138888889,-36.61154583333333
569,3281,69.85,-38.39999999999999,"F304",-72,88,"R  ","I-II",54, ,17.3, ,18.1, ,18.8, ," ",236,252,241.44,-41.2,, ,1,6,17.3,1,O,, ,, ,70.28347388888888,-38.30504805555555
573,3285,70.14999999999999,-37.449999999999996,"F304",-59,138,"I  ","II-III",30, ,15.4, ,16.9, ,17.6, ,"B",223,302,240.21,-40.87,, ,0,5,17.2,1,O,, ,, ,70.59005416666666,-37.35643555555555
561,3273,67.99999999999999,-36.11666666666666,"F360",85,-60,"I  ","II-III",35, ,15.7, ,16.2, ,18.0, ," ",79,104,238.2,-42.45,, ,0,6,17.3,1,O,, ,, ,68.45227694444444,-36.01335722222222
563,3275,68.05,-35.81666666666666,"F360",87,-44,"IR ","II-III",41,:,15.5, ,16.4, ,17.5, ," ",77,120,237.8,-42.37,, ,0,5,17.2,1,O,, ,, ,68.50427444444443,-35.713587499999996
562,3274,68.05,-35.48333333333333,"F360",88,-26,"I: ","I-II",34, ,17.7, ,17.8, ,18.0, ," ",76,138,237.35,-42.34,, ,0,6,17.3,1,O,, ,, ,68.50654916666666,-35.38025944444444
556,3268,67.74999999999999,-35.68333333333333,"F360",75,-37,"IR ","I-II",88,:,14.9, ,16.6, ,17.3, ," ",89,127,237.58,-42.6,, ,2,5,17.2,1,O,, ,, ,68.20558055555554,-35.57890416666666
565,3277,68.475,-35.74999999999999,"F360",106,-42,"I  ","II-III",58, ,16.8, ,17.8, ,18.3, ," ",58,122,237.76,-42.02,, ,1,6,17.3,2,O,, ,, ,68.92917999999999,-35.648842222222214
541,3253,65.89999999999999,-36.33333333333333,"F360",-7,-70,"RI ","II",70, ,15.4, ,16.6, ,17.8, ," ",171,94,238.28,-44.15,, ,1,5,17.2,1,O,, ,, ,66.35371527777777,-36.22062055555555
544,3256,66.49999999999999,-36.18333333333333,"F360",20,-62,"I  ","I-II",43, ,13.9, ,16.1, ,17.4, ," ",144,102,238.13,-43.66,, ,0,5,17.2,1,O,, ,, ,66.95387805555555,-36.073293611111104
520,3232,62.974999999999994,-35.46666666666666,"F360",-134,-25,"RI ","II",40, ,17.3, ,17.5, ,18.0, ," ",298,139,236.79,-46.45,, ,0,6,17.3,1,O,, ,, ,63.438938055555546,-35.34112999999999
555,3267,67.74999999999999,-34.15,"F360",76,45,"I  ","I-II",81, ,15.3, ,17.4, ,18.4, ," ",88,209,235.52,-42.41,, ,2,6,17.3,1,O,, ,, ,68.21583694444443,-34.045595
545,3257,66.52499999999999,-34.133333333333326,"F360",22,47,"RI ","I-II",94, ,16.1, ,17.5, ,18.0, ," ",142,211,235.32,-43.42,, ,2,6,17.3,1,O,, ,, ,66.99251388888888,-34.02343722222222
564,3276,68.3,-34.05,"F360",101,50,"IR ","I-II",70, ,16.0, ,17.5, ,18.2, ," ",63,214,235.47,-41.95,, ,1,6,17.3,1,O,, ,, ,68.76581666666665,-33.948077777777776
557,3269,67.77499999999999,-32.68333333333333,"F360",79,124,"RI:","II",36, ,15.1, ,15.9, ,16.6, ," ",85,288,233.56,-42.18,, ,0,5,16.8,2,O,, ,, ,68.25027638888888,-32.57906333333333
538,3250,65.19999999999999,-33.36666666666666,"F360",-36,89,"I  ","I-II",41, ,16.1, ,17.6, ,18.1, ," ",200,253,234.07,-44.42,, ,0,6,17.3,1,O,, ,, ,65.67419,-33.250898888888884
581,3293,72.74999999999999,-34.86666666666666,"F361",31,7,"RI ","I-II",42, ,18.1, ,18.4, ,19.3, ," ",133,171,237.25,-38.45,, ,0,6,17.3,1,O,, ,, ,73.2053661111111,-34.78513305555555
577,3289,70.77499999999999,-33.56666666666666,"F361",-57,77,"R  ","I",41, ,15.1, ,16.5, ,17.6, ," ",221,241,235.25,-39.84,, ,0,5,17.2,1,O,, ,, ,71.24118527777777,-33.476031111111105
583,3295,72.89999999999999,-32.016666666666666,"F361",40,160,"I  ","I",54, ,15.1, ,16.8, ,17.5, ," ",124,324,233.72,-37.8,, ,1,5,17.1,1,O,, ,, ,73.37423444444444,-31.935876111111106
601,3313,75.85,-32.416666666666664,"F362",-101,138,"R  ","II-III",64, ,17.3, ,17.6, ,18.1, ," ",265,302,234.86,-35.45,, ,1,5,17.2,2,C,, ,, ,76.31917972222222,-32.349684999999994
613,3325,77.87499999999999,-30.149999999999995,"F423",-123,-8,"IR ","II",32, ,15.4, ,16.7, ,17.7, ," ",287,156,232.69,-33.23,, ,0,5,17.1,1,O,, ,, ,78.35750277777777,-30.092643611111107
603,3315,76.37499999999999,-29.699999999999996,"F422",72,15,"RI ","I-II",40, ,17.6, ,18.4, ,19.4, ," ",92,179,231.77,-34.37,, ,0,6,17.3,1,C,, ,, ,76.86128083333332,-29.63553972222222
585,3297,74.1,-30.21666666666666,"F422",-34,-10,"I  ","III",112, ,15.8, ,16.2, ,17.1, ," ",198,154,231.8,-36.41,, ,2,5,17.1,1,C,, ,, ,74.58467638888888,-30.141499999999997
595,3307,75.44999999999999,-29.66666666666666,"F422",29,18,"R  ","I",63, ,15.0, ,16.5, ,17.8, ," ",135,182,231.48,-35.14,, ,1,5,17.1,1,C,, ,, ,75.93711527777776,-29.597843611111106
596,3308,75.475,-29.283333333333328,"F422",31,39,"I  ","III",65, ,18.1, ,18.5, ,19.5, ," ",133,203,231.04,-35.03,, ,1,6,17.3,1,C,, ,, ,75.96447749999999,-29.214633888888883
491,3203,59.92499999999999,-33.199999999999996,"F359",-4,96,"I  ","III",80, ,17.4, ,17.7, ,18.8, ," ",168,260,233.14,-48.78,, ,2,6,17.3,1,C,, ,, ,60.40795805555555,-33.06145805555555
500,3212,60.49999999999999,-33.21666666666666,"F359",21,95,"RI ","II-III",95, ,16.5, ,17.0, ,18.0, ," ",143,259,233.24,-48.3,, ,2,6,17.3,1,C,, ,, ,60.98195083333332,-33.08055361111111
511,3223,61.64999999999999,-30.949999999999996,"F420",-76,-51,"RI ","I",100,:,14.5, ,14.7, ,15.4, ," ",240,113,230.06,-47.07,, ,2,3,15.6,1,O,, ,, ,62.14369388888888,-30.818816666666663
505,3217,61.12499999999999,-30.68333333333333,"F420",-101,-36,"IR ","III",54, ,17.3, ,18.0, ,18.8, ," ",265,128,229.58,-47.48,, ,1,6,17.3,1,O,, ,, ,61.62096472222221,-30.549909999999997
525,3237,63.62499999999999,-32.33333333333333,"F360",-108,144,"RI ","II",69, ,16.4, ,17.5, ,18.7, ," ",272,308,232.38,-45.59,, ,1,6,17.3,1,O,, ,, ,64.10773999999999,-32.21066805555555
471,3183,58.12499999999999,-32.166666666666664,"F419",25,-113,"I  ","III",40, ,15.2, ,15.8, ,17.0, ,"Q",139,51,231.35,-50.2,, ,0,5,17.1,1,A,, ,, ,58.61691888888888,-32.020625277777775
488,3200,59.69999999999999,-31.299999999999997,"F419",97,-69,"I? ","III",91, ,16.4, ,17.0, ,17.5, ,"Q",67,95,230.25,-48.77,, ,2,5,17.2,1,A,, ,, ,60.194467499999995,-31.160536388888886
470,3182,58.099999999999994,-31.16666666666666,"F419",24,-60,"I  ","II-III",52, ,16.5, ,16.9, ,17.3, ,"Q",140,104,229.79,-50.11,, ,1,5,17.2,1,A,, ,, ,58.59765666666666,-31.02053444444444
469,3181,57.92499999999999,-30.83333333333333,"F419",18,-43,"R  ","III",71, ,17.0, ,17.5, ,18.2, ,"Q",146,121,229.25,-50.22,, ,1,6,17.3,1,A,, ,, ,58.42479749999999,-30.686482777777773
485,3197,59.49999999999999,-30.566666666666663,"F419",89,-28,"I? ","II",62, ,16.5, ,16.8, ,17.5, ," ",75,136,229.11,-48.85,, ,1,5,17.2,1,A,, ,, ,59.9989411111111,-30.426372499999996
482,3194,59.29999999999999,-30.316666666666663,"F419",79,-15,"I  ","III",83, ,15.1, ,15.4, ,16.5, ,"Q",85,149,228.7,-48.98,, ,2,5,16.7,1,A,, ,, ,59.800638611111104,-30.175537499999997
480,3192,59.17499999999999,-30.049999999999997,"F419",75,-1,"R  ","II",141, ,16.4, ,16.8, ,17.1, ,"Q",89,163,228.27,-49.05,, ,3,5,17.2,1,A,, ,, ,59.67730999999999,-29.908351388888885
475,3187,58.82499999999999,-28.199999999999996,"F419",60,100,"R  ","III",57, ,17.4, ,17.9, ,18.8, ," ",104,264,225.41,-49.05,, ,1,6,17.3,1,A,, ,, ,59.3379036111111,-28.05691333333333
514,3226,62.39999999999999,-28.149999999999995,"F420",-42,100,"I  ","III",64, ,16.8, ,17.4, ,18.1, ," ",206,264,226.21,-45.95,, ,1,6,17.3,1,O,, ,, ,62.90861694444443,-28.022077777777774
510,3222,61.64999999999999,-27.649999999999995,"F420",-79,126,"IR ","II-III",102,:,16.5,?,18.5, ,19.4, ," ",243,290,225.31,-46.5,, ,2,6,17.4,1,O,1,C,, ,62.16227027777777,-27.51885944444444
512,3224,61.79999999999999,-27.599999999999998,"F420",-71,129,"I  ","III",40, ,18.0, ,18.6, ,19.3, ," ",235,293,225.28,-46.36,, ,0,6,17.4,1,O,, ,, ,62.31236277777777,-27.46950333333333
509,3221,61.599999999999994,-27.43333333333333,"F420",-80,139,"I  ","II-III",44, ,16.8, ,18.2, ,19.3, ," ",244,303,224.99,-46.5,, ,0,6,17.4,1,O,, ,, ,62.11350972222221,-27.301981388888883
486,3198,59.64999999999999,-27.749999999999996,"F419",100,122,"I? ","II",50, ,16.8, ,17.4, ,18.3, ," ",64,286,224.94,-48.25,, ,1,6,17.3,1,A,, ,, ,60.164227222222216,-27.61037083333333
495,3207,60.19999999999999,-27.33333333333333,"F419",127,143,"R  ","II-III",77, ,17.4, ,17.6, ,19.2, ,"Q",37,307,224.48,-47.69,0.212, ,1,6,17.4,1,A,, ,, ,60.71576027777777,-27.19602666666666
496,3208,60.224999999999994,-27.33333333333333,"F483",-17,-125,"RI ","II-III",81, ,17.8, ,18.1, ,18.9, ," ",181,39,224.48,-47.67,, ,2,6,17.3,1,C,, ,, ,60.74072916666666,-27.196132222222218
499,3211,60.39999999999999,-27.199999999999996,"F419",136,150,"R  ","III",37, ,18.0, ,18.3, ,18.8, ," ",28,314,224.34,-47.49,, ,0,6,17.3,1,A,, ,, ,60.91622527777777,-27.06354083333333
501,3213,60.54999999999999,-27.166666666666664,"F483",-1,-118,"R  ","II-III",69,?,18.3, ,18.8, ,19.2, ," ",165,46,224.33,-47.36,, ,1,6,17.4,1,C,1,A,, ,61.066219166666656,-27.030843611111106
476,3188,58.92499999999999,-27.18333333333333,"F419",66,153,"I  ","III",67, ,14.8, ,14.9, ,17.0, ," ",98,317,223.92,-48.77,, ,1,5,17.1,1,A,, ,, ,59.44317055555555,-27.040675555555552
493,3205,60.04999999999999,-26.949999999999996,"F419",121,164,"I  ","II-III?",54, ,16.6, ,16.9, ,17.5, ,"Q",43,328,223.88,-47.75,, ,1,5,17.2,1,A,, ,, ,60.567987499999994,-26.812064722222217
506,3218,61.39999999999999,-27.099999999999998,"F483",39,-112,"R  ","II-III",60, ,18.0,:,18.5,:,19.4, ," ",125,52,224.47,-46.6,, ,1,6,17.4,1,C,, ,, ,61.91555138888888,-26.967796388888885
574,3286,70.475,-24.799999999999997,"F485",-53,13,"I  ","II-III:",63, ,17.0, ,17.6, ,18.9, ," ",217,177,224.18,-38.13,, ,1,5,17.2,1,C,, ,, ,70.99439444444444,-24.708114999999996
548,3260,67.05,-21.116666666666664,"F551",-64,-58,"I  ","III",42, ,16.4, ,18.0, ,19.1, ," ",228,106,218.43,-40.03,, ,0,6,17.4,1,O,, ,, ,67.59165138888888,-21.009295555555553
49,2761,4.225,-64.8,"F078",92,9,"I  ","II",40, ,15.9, ,17.6, ,18.7, ," ",72,173,308.58,-52.25,, ,0,6,17.3,2,O,, ,, ,4.819335555555555,-64.52237333333332
20,2732,1.9249999999999996,-64.71666666666665,"F078",41,16,"IR ","II-III",39, ,16.1, ,16.8, ,17.3, ,"B",123,180,310.17,-52.11,, ,0,5,17.2,1,O,, ,, ,2.5428688888888886,-64.43838555555554
85,2797,8.7,-62.93333333333332,"F079",-57,111,"RI:","II",46,?,16.5,?,17.8, ,18.1, ,"BDQ",221,275,305.78,-54.39,, ,0,6,17.3,1,O,1,C,, ,9.256150555555553,-62.65825166666666
73,2785,7.199999999999999,-62.93333333333332,"F079",-94,109,"RI?","II-III:",32, ,17.3, ,18.3, ,19.0,:," ",258,273,306.94,-54.31,, ,0,6,17.4,1,O,1,C,, ,7.770125277777777,-62.657213055555545
28,2740,2.5499999999999994,-63.48333333333333,"F078",58,81,"I  ","II-III",42, ,15.8,:,17.5, ,18.6, ," ",106,245,310.25,-53.37,, ,0,6,17.3,1,O,, ,, ,3.1630572222222217,-63.205186944444435
114,2826,11.874999999999998,-62.69999999999999,"F079",20,123,"IR ","I",44,:,16.6,:,18.1, ,19.0, ,"BQ",144,287,303.31,-54.7,, ,0,6,17.4,1,O,1,C,, ,12.402893888888887,-62.42773222222221
98,2810,9.825,-61.36666666666666,"F112",4,-72,"R  ","III",44, ,15.0, ,15.9, ,16.6, ,"BDQR",160,92,305.09,-55.99,, ,0,5,16.8,1,C,, ,, ,10.37674472222222,-61.09248999999999
16,2728,1.3749999999999998,-61.066666666666656,"F111",32,-54,"I  ","I:",56, ,16.5, ,17.8, ,18.8,:," ",132,110,312.29,-55.54,, ,1,6,17.3,1,C,, ,, ,2.0009474999999997,-60.78829722222221
80,2792,8.399999999999999,-60.29999999999999,"F112",-32,-15,"I  ","II-III",33, ,18.1, ,18.5, ,19.0, ," ",196,149,306.51,-57.0,, ,0,6,17.3,1,C,, ,, ,8.967391388888888,-60.02470055555555
108,2820,11.374999999999998,-57.04999999999999,"F150",88,-109,"I  ","II",51, ,16.5,:,17.1, ,18.0, ,"D",76,55,303.97,-60.34,, ,1,5,17.2,1,O,1,C,, ,11.929363888888886,-56.777248888888884
146,2858,14.999999999999998,-55.99999999999999,"F151",-48,-53,"R  ","II-III",85, ,18.0, ,18.5, ,19.5, ,"B",212,111,299.8,-61.33,, ,2,6,17.4,1,C,, ,, ,15.532521944444442,-55.731336388888884
121,2833,12.624999999999998,-55.96666666666666,"F150",129,-55,"I  ","III",36, ,17.5, ,18.6, ,19.1, ," ",35,109,302.57,-61.43,, ,0,6,17.4,1,O,, ,, ,13.17410111111111,-55.695204999999994
119,2831,12.274999999999999,-55.64999999999999,"F150",120,-38,"RI:","II",32, ,18.2, ,18.9, ,19.5, ," ",44,126,302.98,-61.75,, ,0,6,17.4,1,O,1,C,, ,12.827585833333332,-55.37816583333333
164,2876,16.749999999999996,-57.54999999999999,"F113",-67,131,"I  ","III",48, ,18.1, ,18.3, ,19.3, ," ",231,295,298.22,-59.68,, ,0,6,17.4,1,O,, ,, ,17.26323944444444,-57.28368555555555
185,2897,19.049999999999997,-56.89999999999999,"F113",-1,168,"I  ","II-III",36, ,16.8,?,18.2, ,19.1, ,"B",165,332,295.55,-60.11,, ,0,6,17.4,1,O,, ,, ,19.550192499999998,-56.637158333333325
176,2888,18.074999999999996,-56.98333333333333,"F113",-29,163,"I  ","III",45, ,17.8, ,18.2, ,19.3, ," ",193,327,296.63,-60.13,, ,0,6,17.4,1,O,, ,, ,18.581596666666663,-56.7189686111111
191,2903,19.924999999999997,-55.98333333333333,"F151",99,-56,"R  ","III",60, ,17.6, ,17.8, ,18.9, ,"B",65,108,294.17,-60.89,, ,1,6,17.4,2,C,, ,, ,20.42407583333333,-55.72192749999999
221,2933,24.699999999999996,-54.816666666666656,"F152",-5,13,"RI ","III",77, ,15.8, ,16.1, ,16.7, ,"S",169,177,288.1,-61.12,0.0208,),1,5,16.9,1,C,, ,, ,25.174899166666663,-54.56413777777777
229,2941,25.774999999999995,-53.26666666666666,"F152",29,97,"RI ","III",85, ,17.0, ,17.2, ,18.0, ,"S",135,261,285.52,-62.26,, ,2,6,17.3,1,C,, ,, ,26.25275083333333,-53.016389166666656
156,2868,16.075,-55.99999999999999,"F151",-16,-53,"R  ","III",92, ,17.5, ,17.6, ,18.0, ,"B",180,111,298.56,-61.27,, ,2,6,17.3,1,C,, ,, ,16.60012722222222,-55.73275416666666
205,2917,21.924999999999997,-53.566666666666656,"F152",-93,79,"I  ","II",60, ,16.8,:,17.6, ,18.6, ," ",257,243,290.36,-62.88,, ,1,6,17.3,1,C,, ,, ,22.42395333333333,-53.30877333333333
19,2731,1.9249999999999996,-57.26666666666666,"F149",51,-121,"I  ","III:",39, ,13.0,:,13.3,:,15.1,:,"BDORS",113,43,313.93,-59.25,0.0312, ,0,3,15.3,2,C,, ,, ,2.548878055555555,-56.988391111111106
94,2806,9.474999999999998,-56.43333333333332,"F150",34,-76,"RI ","I-II",37, ,12.7, ,13.5, ,15.1, ,"DR",130,88,306.16,-60.9,0.0271, ,0,3,15.3,1,O,, ,, ,10.044914166666665,-56.158874722222215
75,2787,7.399999999999999,-55.46666666666666,"F150",-28,-24,"R: ","I-II",59, ,16.0, ,16.1, ,17.5, ,"D",192,140,308.81,-61.71,, ,1,5,17.2,1,O,, ,, ,7.986793055555554,-55.19068555555555
105,2817,10.849999999999998,-54.11666666666666,"F150",80,47,"I  ","I-II",47, ,16.8, ,17.4, ,18.6, ," ",84,211,304.83,-63.26,, ,0,6,17.3,1,O,, ,, ,11.41672861111111,-53.843419999999995
67,2779,6.6499999999999995,-53.383333333333326,"F150",-53,88,"IR ","I",42, ,15.1, ,16.8, ,18.0, ," ",217,252,310.55,-63.69,, ,0,6,17.3,1,O,, ,, ,7.245586388888888,-53.106892499999994
50,2762,4.249999999999999,-53.816666666666656,"F150",-129,61,"I  ","II",45,:,16.0, ,16.5, ,16.9, ,"DR",293,225,313.41,-62.93,0.1124, ,0,5,17.1,1,O,1,C,, ,4.860608055555555,-53.53906083333332
42,2754,3.6499999999999995,-53.08333333333333,"F149",113,102,"R  ","II",41, ,18.0, ,18.4, ,19.1, ," ",51,266,314.64,-63.54,, ,0,6,17.4,1,C,1,O,, ,4.265238055555555,-52.80551249999999
70,2782,6.974999999999999,-53.66666666666666,"F150",-42,73,"IR ","II",48, ,15.9, ,16.1, ,16.3, ,"D",206,237,310.01,-63.45,, ,0,5,16.5,1,O,, ,, ,7.568005833333332,-53.39041999999999
93,2805,9.299999999999999,-52.449999999999996,"F150",32,137,"IR ","II-III",40, ,16.1,?,17.7, ,18.4, ," ",132,301,307.24,-64.85,, ,0,6,17.3,1,O,, ,, ,9.880630555555554,-52.1754061111111
83,2795,8.624999999999998,-52.16666666666666,"F150",11,154,"I  ","II-III",44, ,16.6, ,17.5, ,18.6, ,"DR",153,318,308.29,-65.08,, ,0,6,17.3,1,O,, ,, ,9.210375833333332,-51.891547499999994
127,2839,12.999999999999998,-51.24999999999999,"F195",-71,-65,"RI ","II-III",45, ,15.8,?,16.9, ,18.0, ,"D",235,99,301.85,-66.14,, ,0,6,17.3,1,O,, ,, ,13.561358333333331,-50.978961944444436
122,2834,12.649999999999999,-50.883333333333326,"F195",-84,-46,"I  ","III",44, ,16.8, ,18.1, ,19.1, ," ",248,118,302.37,-66.51,, ,0,6,17.4,1,O,, ,, ,13.214408611111109,-50.61191166666666
115,2827,12.099999999999998,-50.54999999999999,"F195",-103,-29,"RI ","II",54, ,17.1, ,17.8, ,18.8, ," ",267,135,303.25,-66.85,, ,1,6,17.3,1,O,, ,, ,12.668451944444442,-50.27799499999999
106,2818,10.874999999999998,-50.39999999999999,"F195",-145,-23,"R: ","I",56,:,16.7, ,17.8, ,19.2, ,"D",309,141,305.25,-66.98,, ,1,6,17.4,1,O,, ,, ,11.450828888888887,-50.12678444444444
96,2808,9.549999999999999,-50.51666666666666,"F194",65,-27,"RI ","III",54, ,17.4, ,17.5, ,18.1, ,"D",99,137,307.37,-66.79,, ,1,6,17.3,1,C,, ,, ,10.133189444444444,-50.242280833333325
